ACCOUNT|PARENT|ACCOUNT TYPE|DATA STORAGE|VARIANCE REPORTING|ALIAS: DEFAULT
AC_1512110|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512110:::INVEST IN STOCKS - 018
AC_1512120|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512120:::INVEST IN-FACILI
AC_1512130|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512130:::INVEST IN-ABM HOLDCO 1 LLC
AC_1512140|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512140:::INVEST IN-ABM UK 2 LLC
AC_1512150|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512150:::INVEST IN-ABM UK 1 LP
AC_1512160|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512160:::INVEST IN-ABM UK 2 LP
AC_1512170|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512170:::INVEST IN-ABM INTL HOLDINGS
AC_1512180|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512180:::INVEST IN-SUB-IFM CAPITAL LTD
AC_1512190|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512190:::INVEST IN CAPITAL
AC_1512200|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512200:::INVEST IN-COMMAI
AC_1512210|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512210:::INVEST IN-ABM EN
AC_1512220|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512220:::INVEST IN-AMTECH - 250
AC_1512230|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512230:::INVEST IN-PARKIN
AC_1512240|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512240:::INVEST IN-STOCK
AC_1512250|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512250:::INVEST IN-ABM SE
AC_1512260|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512260:::INVEST IN-ACSS S
AC_1512270|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512270:::INVEST IN-ACSS O
AC_1512280|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512280:::INVEST IN-SSA
AC_1512290|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512290:::INVEST IN-ELITE
AC_1512300|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512300:::INVEST IN-AMTECH - 400
AC_1512310|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512310:::INVEST IN-LIGHTI - 401
AC_1512320|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512320:::INVEST IN-AMERIC
AC_1512330|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512330:::INVEST IN-LIGHTI - 403
AC_1512340|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512340:::INVEST IN-JANITO - 450
AC_1512350|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512350:::INVEST IN-JANITO - 451
AC_1512360|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512360:::INVEST IN-JANITO - 452
AC_1512370|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512370:::INVEST IN-JANITO - 453
AC_1512380|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512380:::INVEST IN-JANITO - 454
AC_1512390|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512390:::INVEST IN-JANITO - 455
AC_1512400|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512400:::INVEST IN-JANITO - 456
AC_1512410|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512410:::INVEST IN-JANITO - 457
AC_1512420|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512420:::INVEST IN-JANITO - 475
AC_1512430|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512430:::INVEST IN-GBM
AC_1512440|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512440:::INV IN SUB-WESTWAY
AC_1512450|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512450:::INVEST IN-JANITO - 500
AC_1512460|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512460:::INVEST IN-JANITO - 501
AC_1512470|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512470:::INVEST IN-JANITO - 502
AC_1512480|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512480:::INVEST IN-JANITO - 503
AC_1512490|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512490:::INVEST IN-JANITO - 504
AC_1512500|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512500:::INVEST IN STOCKS - 506
AC_1512510|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512510:::INVEST IN-JANITO - 550
AC_1512520|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512520:::INVEST IN-JANITO - 552
AC_1512530|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512530:::INVEST IN-LANDSC
AC_1512540|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512540:::INVEST IN-JANITO - 554
AC_1512550|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512550:::INVEST IN-JANITO - 556
AC_1512560|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512560:::INVEST IN-JANITO - 557
AC_1512570|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512570:::INVEST IN-JANITO - 558
AC_1512580|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512580:::INVEST IN GCA
AC_1512590|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512590:::INVEST IN AIRSERV
AC_1512600|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512600:::INVEST IN OMNI SERV
AC_1512610|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512610:::INVESTMENT IN SUB-GUAM JV
AC_1512620|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512620:::INVEST IN-LINC - 800
AC_1512630|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512630:::INVEST IN-LINC - 801
AC_1512640|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512640:::INVEST IN-LINC - 802
AC_1512650|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512650:::INVEST IN STOCKS - 804
AC_1512660|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512660:::INVEST IN - MIS
AC_1512670|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512670:::INVEST IN HHA
AC_1512680|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512680:::INVEST IN-OFJ
AC_1512690|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512690:::INVEST IN STOCKS - 912
AC_1512700|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512700:::INVEST IN-CASEY
AC_9100000|OCF_PNL|EXPENSE|DYNAMIC CALC|EXPENSE|AC_9100000:::TOTAL CORPORATE CHARGES
AC_9190000|AC_9100000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_9190000:::CORPORATE CHARGES
AC_9191000|AC_9190000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_9191000:::CORPORATE CHARGE OUTS
AC_9192000|AC_9191000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_9192000:::CORP CHARGE OUTS
AC_9193000|AC_9192000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_9193000:::CORP CHARGE OUT
AC_9194000|AC_9193000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_9194000:::CORPORATE ALLOCATIONS
AC_9194100|AC_9194000|EXPENSE|NEVER SHARE|EXPENSE|AC_9194100:::1% FEE ADJUSTMENT
AC_9194110|AC_9194000|EXPENSE|NEVER SHARE|EXPENSE|AC_9194110:::ABM CORPORATE ALLOCATIONS
AC_9195000|AC_9193000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_9195000:::INTEREST EXPENSE AFFILIATE
AC_9195100|AC_9195000|EXPENSE|NEVER SHARE|EXPENSE|AC_9195100:::INTEREST EXPENSE - SUBSIDIARIES
AC_9195110|AC_9195000|EXPENSE|NEVER SHARE|EXPENSE|AC_9195110:::UK NOTES FOREIGN EXCHANGE
AC_1472893|AC_9195000|EXPENSE|NEVER SHARE|EXPENSE|AC_1472893:::UAT TESTING ACCOUNT
AC_9196000|AC_9193000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_9196000:::INTEREST INCOME AFILIATE
AC_9196100|AC_9196000|EXPENSE|NEVER SHARE|EXPENSE|AC_9196100:::INTEREST INCOME
AC_9196110|AC_9196000|EXPENSE|NEVER SHARE|EXPENSE|AC_9196110:::UK I/C NOTES INTEREST
AC_9197000|AC_9193000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_9197000:::MANAGEMENT FEES
AC_9197100|AC_9197000|EXPENSE|NEVER SHARE|EXPENSE|AC_9197100:::ABM MANAGEMENT FEE
AC_9198000|AC_9193000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_9198000:::TAX CREDITS AND BONUSES
AC_9198100|AC_9198000|EXPENSE|NEVER SHARE|EXPENSE|AC_9198100:::TJTC/WOTC/LARZ CREDIT
AC_2999000|BALANCE_SHEET_OCF|LIABILITY|DYNAMIC CALC|NON-EXPENSE|AC_2999000:::L6 - STATISTICAL ACCOUNTS
AC_2990000|AC_2999000|LIABILITY|DYNAMIC CALC|NON-EXPENSE|AC_2990000:::L5 - STATISTICAL ACCOUNTS
AC_2900000|AC_2990000|LIABILITY|DYNAMIC CALC|NON-EXPENSE|AC_2900000:::L4 - STATISTICAL ACCOUNTS
AC_2910000|AC_2900000|LIABILITY|DYNAMIC CALC|NON-EXPENSE|AC_2910000:::STATISTICAL ACCOUNTS
AC_2911000|AC_2910000|LIABILITY|DYNAMIC CALC|NON-EXPENSE|AC_2911000:::SHARES
AC_2911100|AC_2911000|LIABILITY|DYNAMIC CALC|NON-EXPENSE|AC_2911100:::BASIC SHARES
AC_2911110|AC_2911100|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2911110:::SHARES BASIC MTD
AC_2911120|AC_2911100|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2911120:::SHARES BASIC QTD
AC_2911130|AC_2911100|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2911130:::SHARES BASIC YTD
AC_2911200|AC_2911000|LIABILITY|DYNAMIC CALC|NON-EXPENSE|AC_2911200:::DILUTED SHARES
AC_2911210|AC_2911200|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2911210:::SHARES DILUTED MTD
AC_2911220|AC_2911200|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2911220:::SHARES DILUTED QTD
AC_2911230|AC_2911200|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2911230:::SHARES DILUTED YTD
AC_2912000|AC_2910000|LIABILITY|DYNAMIC CALC|NON-EXPENSE|AC_2912000:::TAXES
AC_2912200|AC_2912000|LIABILITY|DYNAMIC CALC|NON-EXPENSE|AC_2912200:::DISCRETE TAX ITEMS
AC_2912210|AC_2912200|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2912210:::DISCRETE TAX ITEMS - NON IIC
AC_2912220|AC_2912200|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2912220:::DISCRETE TAX ITEMS - IIC
AC_2912100|AC_2912000|LIABILITY|DYNAMIC CALC|NON-EXPENSE|AC_2912100:::TAX RATES
AC_2912110|AC_2912100|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2912110:::IIC/MARGNAL TAX RATE
AC_2912120|AC_2912100|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2912120:::QTR IIC/MARGNAL TAX RATE
AC_2912130|AC_2912100|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2912130:::YR IIC/MARGNAL TAX RATE
AC_2912140|AC_2912100|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2912140:::BEFORE IIC TAX RATE
AC_2912150|AC_2912100|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2912150:::QTR BEFORE IIC TAX RATE
AC_2912160|AC_2912100|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2912160:::YR BEFORE IIC TAX RATE
AC_2912170|AC_2912100|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2912170:::QTR OCI TAX RATE
AC_2912180|AC_2912100|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2912180:::YR OCI TAX RATE
AC_2912190|AC_2912100|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2912190:::QTR SBC TAX RATE
AC_2912230|AC_2912100|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2912230:::YR SBC TAX RATE
AC_2912240|AC_2912100|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2912240:::DISC OPS TAX RATE
AC_2912250|AC_2912100|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2912250:::QTR DISC OPS TAX RATE
AC_2912260|AC_2912100|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2912260:::YR DISC OPS TAX RATE
AC_2912270|AC_2912100|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2912270:::EFF_TAX_RATE
AC_2913000|AC_2910000|LIABILITY|DYNAMIC CALC|NON-EXPENSE|AC_2913000:::EPS
AC_2913100|AC_2913000|LIABILITY|DYNAMIC CALC|NON-EXPENSE|AC_2913100:::EARNINGS PER SHARE
AC_2913110|AC_2913100|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2913110:::EPS_CONT_OPS
AC_2913120|AC_2913100|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2913120:::EPS_DISCONT_OPS
AC_2913130|AC_2913100|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2913130:::EPS_EXCL_IIC
AC_2913140|AC_2913100|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2913140:::EPS_IIC
AC_2913150|AC_2913100|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2913150:::EPS_AS_REPORTED
AC_2913160|AC_2913100|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2913160:::QTR_EPS_CONT_OPS
AC_2913170|AC_2913100|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2913170:::QTR_EPS_DISCONT_OPS
AC_2913180|AC_2913100|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2913180:::QTR_EPS_EXCL_IIC
AC_2913190|AC_2913100|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2913190:::QTR_EPS_IIC
AC_2913200|AC_2913100|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2913200:::QTR_ EPS_AS_REPORTED
AC_2913210|AC_2913100|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2913210:::YR_EPS_CONT_OPS
AC_2913220|AC_2913100|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2913220:::YR_EPS_DISCONT_OPS
AC_2913230|AC_2913100|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2913230:::YR_EPS_EXCL_IIC
AC_2913240|AC_2913100|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2913240:::YR_EPS_IIC
AC_2913250|AC_2913100|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2913250:::YR_EPS_AS_REPORTED
AC_2914000|AC_2910000|LIABILITY|DYNAMIC CALC|NON-EXPENSE|AC_2914000:::CASH FLOW DRIVERS
AC_2914100|AC_2914000|LIABILITY|DYNAMIC CALC|NON-EXPENSE|AC_2914100:::OPENNING BALANCE SHEET - ACQ
AC_2914110|AC_2914100|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2914110:::OBS_CASH
AC_2914120|AC_2914100|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2914120:::OBS_TRADE ACCOUNTS RECEIVABLE
AC_2914130|AC_2914100|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2914130:::OBS_PREPAID EXPENSES AND OTHER CURRENT ASSETS
AC_2914140|AC_2914100|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2914140:::OBS_INSURANCE RECOVERABLES
AC_2914150|AC_2914100|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2914150:::OBS_OTHER ASSETS AND LONG-TERM RECEIVABLES
AC_2914160|AC_2914100|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2914160:::OBS_INCOME TAXES
AC_2914170|AC_2914100|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2914170:::OBS_RETIREMENT PLANS AND OTHER NON-CURRENT LIABILITIES
AC_2914180|AC_2914100|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2914180:::OBS_INSURANCE CLAIMS
AC_2914190|AC_2914100|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2914190:::OBS_TRADE ACCOUNTS PAYABLE AND OTHER ACCRUED LIABILITIES
AC_2914210|AC_2914100|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2914210:::OBS_DEFERRED TAX
AC_2914220|AC_2914100|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2914220:::OBS_CASH CONSIDERATION PAID
AC_2914200|AC_2914000|LIABILITY|DYNAMIC CALC|NON-EXPENSE|AC_2914200:::CLOSING BALANCE SHEET - DIVEST
AC_2914230|AC_2914200|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2914230:::CBS_CASH
AC_2914240|AC_2914200|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2914240:::CBS_TRADE ACCOUNTS RECEIVABLE
AC_2914250|AC_2914200|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2914250:::CBS_PREPAID EXPENSES AND OTHER CURRENT ASSETS
AC_2914260|AC_2914200|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2914260:::CBS_INSURANCE RECOVERABLES
AC_2914270|AC_2914200|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2914270:::CBS_OTHER ASSETS AND LONG-TERM RECEIVABLES
AC_2914280|AC_2914200|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2914280:::CBS_INCOME TAXES
AC_2914290|AC_2914200|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2914290:::CBS_RETIREMENT PLANS AND OTHER NON-CURRENT LIABILITIES
AC_2914310|AC_2914200|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2914310:::CBS_INSURANCE CLAIMS
AC_2914320|AC_2914200|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2914320:::CBS_TRADE ACCOUNTS PAYABLE AND OTHER ACCRUED LIABILITIES
AC_2914330|AC_2914200|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2914330:::CBS_DEFERRED TAX
AC_2914340|AC_2914200|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2914340:::CBS_PROCEEDS FROM SALE
AC_2914300|AC_2914000|LIABILITY|DYNAMIC CALC|NON-EXPENSE|AC_2914300:::OTHER CASH FLOW DRIVERS
AC_2914350|AC_2914300|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2914350:::CAPEX
AC_2914400|AC_2914000|LIABILITY|DYNAMIC CALC|NON-EXPENSE|AC_2914400:::SUPPLEMENTAL CASH FLOW INFORMATION
AC_2419600|AC_2914400|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2419600:::INCOME TAX (REFUNDS) PAYMENTS
AC_2419610|AC_2914400|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2419610:::INTEREST PAID ON CREDIT FACILITY
AC_2419620|AC_2914400|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2419620:::L3 P&L STATISTICAL ACCOUNTS
AC_2419630|AC_2914400|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2419630:::L2 P&L STATISTICAL ACCOUNTS
AC_2921100|AC_2914000|LIABILITY|DYNAMIC CALC|NON-EXPENSE|AC_2921100:::L1 P&L STATISTICAL ACCOUNTS
AC_2921110|AC_2921100|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2921110:::SQUARE FOOT OCCUPANCY
AC_2921120|AC_2921100|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2921120:::UNITS
AC_2921130|AC_2921100|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2921130:::VACANT AREA CREDIT
AC_2921140|AC_2921100|LIABILITY|NEVER SHARE|NON-EXPENSE|AC_2921140:::REBILLABLE SUPPLIES
AC_9000000|OCF_PNL|REVENUE|DYNAMIC CALC|NON-EXPENSE|AC_9000000:::NET INCOME
AC_9950000|AC_9000000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_9950000:::TOTAL INCOME TAXES
AC_9995000|AC_9950000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_9995000:::TOTAL CONTINUED OPS INCOME TAXES
AC_7100000|AC_9995000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_7100000:::CONTINUED OPS INCOME TAX
AC_7110000|AC_7100000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_7110000:::CONT OPS INCOME TAX
AC_7111000|AC_7110000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_7111000:::CONT OPS INC TAX
AC_7001110|AC_7111000|EXPENSE|NEVER SHARE|EXPENSE|AC_7001110:::FEDERAL INCOME TAX
AC_7001120|AC_7111000|EXPENSE|NEVER SHARE|EXPENSE|AC_7001120:::PROV FOR FED INC TAX - CURRENT
AC_7001130|AC_7111000|EXPENSE|NEVER SHARE|EXPENSE|AC_7001130:::PROV FOR FED INC TAX - DEFER
AC_7001140|AC_7111000|EXPENSE|NEVER SHARE|EXPENSE|AC_7001140:::FED INC TAX - WOTC IN-YEAR
AC_7001150|AC_7111000|EXPENSE|NEVER SHARE|EXPENSE|AC_7001150:::FED INC TAX - WOTC RETRO ADJ
AC_7001160|AC_7111000|EXPENSE|NEVER SHARE|EXPENSE|AC_7001160:::DEFERRED FEDERAL I
AC_7001170|AC_7111000|EXPENSE|NEVER SHARE|EXPENSE|AC_7001170:::FOREIGN TAX CREDIT
AC_7001180|AC_7111000|EXPENSE|NEVER SHARE|EXPENSE|AC_7001180:::EXTRAORDINARY GAIN
AC_7001190|AC_7111000|EXPENSE|NEVER SHARE|EXPENSE|AC_7001190:::STATE INCOME TAX EXPENSE
AC_7001200|AC_7111000|EXPENSE|NEVER SHARE|EXPENSE|AC_7001200:::DEFERRED STATE INC
AC_7001210|AC_7111000|EXPENSE|NEVER SHARE|EXPENSE|AC_7001210:::CALIFORNIA FRANCHISE
AC_7001220|AC_7111000|EXPENSE|NEVER SHARE|EXPENSE|AC_7001220:::OTHER FOREIGN INCOME TAX
AC_7001230|AC_7111000|EXPENSE|NEVER SHARE|EXPENSE|AC_7001230:::CITY INCOME TAX EXPENSE
AC_7001240|AC_7111000|EXPENSE|NEVER SHARE|EXPENSE|AC_7001240:::STATE TAX CREDITS
AC_9995500|AC_9950000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_9995500:::TOTAL DISCONTINUED OPS INCOME TAXES
AC_7500000|AC_9995500|EXPENSE|DYNAMIC CALC|EXPENSE|AC_7500000:::DISC OPS INCOME TAXES
AC_7510000|AC_7500000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_7510000:::DISC OPS INCOME TAX
AC_7511000|AC_7510000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_7511000:::DISC OPS INC TAX
AC_7001250|AC_7511000|EXPENSE|NEVER SHARE|EXPENSE|AC_7001250:::FEDERAL INCOME TAX-DISCOPS
AC_7001260|AC_7511000|EXPENSE|NEVER SHARE|EXPENSE|AC_7001260:::STATE INCOME TAX-DISCOPS
AC_7001270|AC_7511000|EXPENSE|NEVER SHARE|EXPENSE|AC_7001270:::TAX GAIN ON SALE
AC_9910000|AC_9000000|REVENUE|DYNAMIC CALC|NON-EXPENSE|AC_9910000:::INCOME BEFORE TAXES
AC_9991050|AC_9910000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_9991050:::TOTAL GAIN AND LOSS-SALE OF BUSINESS
AC_6100000|AC_9991050|EXPENSE|DYNAMIC CALC|EXPENSE|AC_6100000:::GAIN AND LOSS-SALE OF BUSI
AC_6110000|AC_6100000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_6110000:::GAIN AND LOSS-SALE OF BUSI
AC_6111000|AC_6110000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_6111000:::GAIN LOSS-SALE OF BUS
AC_6001110|AC_6111000|EXPENSE|NEVER SHARE|EXPENSE|AC_6001110:::GAIN AND LOSS-SALE OF BUSINESS
AC_9991100|AC_9910000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_9991100:::TOTAL INCOME FROM UNCONSOLIDATED AFFILIATES
AC_6200000|AC_9991100|EXPENSE|DYNAMIC CALC|EXPENSE|AC_6200000:::INCOME FROM UNCONSOLIDATED AFFL
AC_6210000|AC_6200000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_6210000:::INCOME FROM UNCONSOL AFFILIATES
AC_6211000|AC_6210000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_6211000:::INCOME FROM UNCONSOL AFFL
AC_6001130|AC_6211000|EXPENSE|NEVER SHARE|EXPENSE|AC_6001130:::INCOME FROM AMTX INVESTMENT UAT CHROMERIVER
AC_6001120|AC_6211000|EXPENSE|NEVER SHARE|EXPENSE|AC_6001120:::INCOME/EXPENSE FROM EQUITY INVESTMENTS
AC_9991150|AC_9910000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_9991150:::TOTAL INTEREST EXPENSE
AC_6300000|AC_9991150|EXPENSE|DYNAMIC CALC|EXPENSE|AC_6300000:::INTEREST EXPS
AC_6310000|AC_6300000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_6310000:::INTEREST CHARGES
AC_6311000|AC_6310000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_6311000:::INTEREST CHARGE
AC_6001140|AC_6311000|EXPENSE|NEVER SHARE|EXPENSE|AC_6001140:::INTEREST EXPENSE
AC_6001150|AC_6311000|EXPENSE|NEVER SHARE|EXPENSE|AC_6001150:::SWAP INTEREST EXPENSE
AC_6001160|AC_6311000|EXPENSE|NEVER SHARE|EXPENSE|AC_6001160:::LOSS ON SALE OF AR-IFM_UAT TEST
AC_6001191|AC_6311000|EXPENSE|NEVER SHARE|EXPENSE|AC_6001191:::UAT TEST ACCOUNT CHROMERIVER
AC_6001170|AC_6311000|EXPENSE|NEVER SHARE|EXPENSE|AC_6001170:::INTEREST EXPENSE-CAPITAL LEASES
AC_9991200|AC_9910000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_9991200:::TOTAL TAX CREDITS - 179D
AC_6400000|AC_9991200|EXPENSE|DYNAMIC CALC|EXPENSE|AC_6400000:::179D TAX CREDITS
AC_6410000|AC_6400000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_6410000:::179D CREDITS
AC_6411000|AC_6410000|EXPENSE|DYNAMIC CALC|EXPENSE|AC_6411000:::179D CREDIT
AC_6001180|AC_6411000|EXPENSE|NEVER SHARE|EXPENSE|AC_6001180:::179D TAX CREDIT
AC_6001190|AC_6411000|EXPENSE|NEVER SHARE|EXPENSE|AC_6001190:::UAT TEST ACCOUNT
AC_9991000|AC_9910000|REVENUE|DYNAMIC CALC|NON-EXPENSE|AC_9991000:::OPERATING PROFIT
